,ENTIDAD,NOM_ENT,POBTOT,POBFEM,POBMAS,P_0A2,P_3A5,P_6A11,P_12A14,P_15A17,POB15_64,P_60YMAS,PNACOE,PNACOE_F,PRESOE15,PCON_DISC,P15YM_AN,PE_INAC,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PSINDER,PDER_IMSS,PDER_SEGP,PAFIL_IPRIV,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,POBHOG,PHOGJEF_F,VIVTOT,PROM_OCUP,PRO_OCUP_C,VPH_1DOR,VPH_C_ELEC,VPH_AGUADV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_DRENAJ,VPH_REFRI,VPH_LAVAD,VPH_BICI,VPH_TV,VPH_PC,VPH_CEL,VPH_INTER,VPH_SPMVPI
216565,7,Chiapas,7211,3571,3640,499,487,990,398,431,4420,583,21,10,18,376,1228,2771,2244,381,1863,208,1577,1244,4948,8,6014,1099,0,97,1735,243,7211,775,2258,4.16,2.01,1108,1707,1698,927,325,1649,1679,1034,489,141,1499,41,1143,75,*
216641,7,Chiapas,83111,42999,40112,4841,5165,10769,4735,4497,51183,8950,1028,516,857,3254,7960,22635,39045,14224,24821,344,17204,2256,61519,41,47638,24643,171,10593,20860,4192,82979,13554,26435,3.98,1.1,7312,20561,17423,17004,2147,15242,16820,14436,10701,5077,17381,1367,14951,2944,152
217506,7,Chiapas,38025,19518,18507,2493,2849,5818,2541,2373,22024,3373,129,69,237,1498,6489,15077,11297,2016,9281,450,6912,1538,25047,189,13737,22332,176,1731,7967,1265,37801,4623,9535,4.74,1.58,3073,7639,6541,2405,1471,6056,6581,2042,331,138,4624,248,2612,731,17
217656,7,Chiapas,604147,316623,287524,28109,31213,58030,28601,29454,413489,65271,38884,19924,9412,23497,17169,174850,301079,136276,164803,7517,246148,185777,74046,13993,403831,127420,459,69375,166151,61530,602604,209878,208847,3.63,1.03,51631,164809,156468,148422,103851,164261,164813,153644,120942,11475,154915,73874,155599,97527,29602
226897,7,Chiapas,41024,21247,19777,2244,2457,4630,2410,2304,25926,4878,1093,555,545,1786,3281,13524,17802,7004,10798,240,17765,6219,11752,245,21556,13181,20,6239,10632,3273,41020,11477,13413,3.86,1.24,3985,10482,7926,2188,2796,10208,10320,8644,4503,2350,9031,1460,8605,1605,310
227126,7,Chiapas,30302,15402,14900,1741,1820,4017,1899,1771,18441,3395,670,322,465,1553,2247,8977,13487,4923,8564,166,14506,3983,10705,46,9407,11855,*,9029,7709,2320,30286,8335,9553,3.93,1.4,3477,7622,6977,756,2837,7236,7336,5610,2960,1468,6386,535,5538,776,48
227251,7,Chiapas,16560,8442,8118,796,948,1979,874,886,10581,1900,259,138,177,809,2007,5148,7623,2392,5231,26,4124,1499,10457,10,12396,3160,*,998,4669,907,16548,2598,5774,3.54,1.03,2009,4619,4300,2411,2663,4356,4443,3355,2685,1259,3901,359,3587,745,201
227661,7,Chiapas,16008,8161,7847,853,920,1912,976,936,9744,2179,457,254,264,725,1199,5919,6135,2025,4110,183,5272,2138,6683,25,7444,5974,23,2562,3936,1212,15968,4392,4962,4.06,1.24,1639,3876,3879,714,1419,3750,3838,2578,1534,39,3414,435,3236,771,81
227925,7,Chiapas,67292,33793,33499,3490,3794,8529,4104,3824,42499,6929,414,189,250,3205,9766,17978,32905,12172,20733,384,21422,9502,24624,120,50128,13097,10,3971,17901,3783,67257,11903,22524,3.76,1.46,8784,17572,17007,8866,4287,16663,17170,11697,8702,2297,14202,1436,11726,1049,153
228875,7,Chiapas,65643,33298,32345,3970,4464,7989,3706,3438,40601,7093,640,315,361,3629,6987,18019,30661,11126,19535,334,27864,2231,28653,81,45651,13556,14,6385,16820,4395,65628,15451,20951,3.9,1.5,8670,16039,15469,6745,10433,15595,15813,12528,9213,4739,13951,1953,12335,3629,352
229780,7,Chiapas,109536,55728,53808,5540,6525,12925,6133,5926,69626,12369,1646,854,704,5569,8707,30956,52475,19744,32731,701,40087,10242,49500,384,65618,29403,28,14419,29270,7881,109341,26240,36061,3.74,1.3,13532,28814,26558,13597,17924,28210,28429,23655,17594,7503,25729,4353,23514,6084,905
231335,7,Chiapas,40285,20695,19590,2867,2757,5605,2632,2476,24130,3281,297,136,157,1431,6235,9735,18751,7859,10892,380,13975,880,23022,161,21201,17124,108,1816,8748,1865,40126,7014,10465,4.59,1.61,4505,8510,8128,5082,1304,7458,7962,4133,1877,198,5839,1112,5633,1175,145
231660,7,Chiapas,7526,3734,3792,496,535,1124,527,438,4408,626,119,57,116,460,1033,2295,2923,864,2059,134,1516,355,5563,12,4782,1902,7,833,1831,372,7526,1295,2492,4.11,1.95,1197,1786,1799,981,430,1741,1768,969,585,283,1476,80,1340,52,*
231774,7,Chiapas,45373,24258,21115,2964,3212,7073,3231,3078,26803,2995,23,15,31,1209,8959,17031,14284,3425,10859,705,7842,493,35438,136,32466,10990,381,1482,9128,1749,45209,6188,10955,4.95,1.73,3726,9003,6686,6430,1372,6435,7969,1267,669,750,6314,111,4838,480,9
232068,7,Chiapas,37948,19431,18517,3311,3615,7000,3092,2566,19720,1787,9,7,20,877,6441,15184,7840,1042,6798,943,6357,1821,26255,435,8512,19985,946,8455,6960,802,37948,2976,8207,5.45,1.86,2571,6733,5105,2920,1321,2783,3767,327,25,23,2409,34,2624,44,0
232147,7,Chiapas,8480,4440,4040,689,763,1607,699,606,4472,398,0,0,12,250,1001,3045,2268,558,1710,100,1180,20,7186,3,3450,3463,151,1401,1653,212,8480,708,1939,5.13,1.85,616,1632,1540,856,15,1284,1482,81,17,24,728,11,508,17,0
232195,7,Chiapas,23603,11789,11814,1821,1939,3513,1584,1423,13698,1509,3241,1553,489,940,2185,5871,10127,3562,6565,142,11706,2184,7821,22,5458,9988,26,8079,5473,1123,23469,4194,6950,4.29,1.5,2340,5296,4828,1809,1085,4894,4970,3612,2810,998,3673,432,3690,355,13
232468,7,Chiapas,14714,7382,7332,1239,1190,2401,1054,962,8213,908,256,116,121,514,1696,5519,4041,526,3515,277,1953,1872,10448,*,2131,7802,17,4729,2951,395,14639,1569,3702,4.96,1.78,1272,2816,2404,1189,578,1549,1711,1162,693,196,1483,83,972,346,6
232560,7,Chiapas,12892,6394,6498,982,998,2051,872,859,7428,819,1369,673,136,555,1500,4005,4764,1255,3509,71,2622,1289,8038,88,5248,5305,22,2315,2897,528,12858,2012,3626,4.44,1.5,1026,2815,2275,974,422,2399,2443,1781,1217,494,1730,126,1466,103,12
232673,7,Chiapas,8412,4197,4215,603,596,1307,563,476,4902,633,65,41,57,305,781,2731,3131,761,2370,17,1110,125,7117,3,5668,1880,0,864,1829,296,8412,1083,2430,4.6,1.38,679,1773,1773,792,1277,1717,1743,920,800,55,1454,64,1261,310,*
232754,7,Chiapas,6047,3119,2928,453,542,1067,473,350,3261,339,*,*,4,225,1033,2286,1439,122,1317,249,971,1109,3309,147,1416,4163,12,456,1311,186,6047,613,1589,4.61,1.68,582,1296,1297,658,248,1220,1238,269,42,0,484,11,413,23,*
232805,7,Chiapas,4959,2508,2451,462,441,882,389,324,2645,208,*,*,9,207,925,1831,1290,259,1031,37,353,93,4141,89,2161,674,49,2074,911,98,4959,397,1101,5.44,1.97,330,904,896,659,26,794,860,54,10,4,451,6,362,7,*
232823,7,Chiapas,4315,2041,2274,271,291,631,321,290,2584,316,11,9,21,121,424,1578,1513,216,1297,3,387,12,3899,0,3104,1129,0,82,805,83,4315,358,1045,5.36,1.48,217,784,763,258,513,725,749,335,262,12,454,16,345,72,0
232837,7,Chiapas,8718,4691,4027,745,711,1534,628,594,4724,558,3,3,20,612,1234,2814,2848,844,2004,52,2206,9,6133,*,6868,1440,12,389,1847,430,8718,1622,2294,4.72,1.74,919,1824,1804,573,38,1606,1672,509,99,10,1176,20,1152,46,*
232949,7,Chiapas,15587,7996,7591,754,926,1879,878,852,9734,2005,145,70,108,1061,1581,5217,6576,2208,4368,188,5139,816,8440,251,10328,3213,0,2042,4265,1547,15581,5305,5371,3.65,1.43,2132,4175,4104,1468,1361,4095,4122,3331,2773,2185,3803,433,3258,301,25
233257,7,Chiapas,10783,5412,5371,482,584,1310,607,606,6898,1316,187,93,125,623,1024,3456,4758,1759,2999,150,3979,1829,4127,122,7808,1991,5,975,2839,561,10783,1817,3604,3.8,1.32,1363,2798,2617,1244,1296,2686,2726,2245,1517,375,2496,331,2281,520,36
233366,7,Chiapas,23847,12148,11699,1507,1665,3487,1514,1626,14106,2220,2304,1234,458,1094,2113,7044,9960,3370,6590,119,8520,2541,12258,38,6867,12300,3,4651,5809,1601,23775,5835,7300,4.09,1.4,2806,5604,5472,2264,1631,5383,5522,4041,2966,81,4053,523,3974,635,84
233486,7,Chiapas,11650,5753,5897,753,807,1755,877,739,6813,961,46,23,30,619,1381,3003,5302,1879,3423,12,1673,102,8594,3,6474,4298,0,874,2344,339,11650,1381,2971,4.97,1.57,960,2295,2297,217,1419,2216,2277,1217,663,42,1490,58,933,123,12
233529,8,Chihuahua,14635,7258,7377,805,1229,1774,881,732,9015,1403,924,440,145,646,306,3986,6691,2508,4183,138,2258,6447,4010,569,10909,2300,0,1396,4227,1506,14623,4932,5407,3.46,0.88,1227,4180,4176,756,138,4113,4152,4069,3766,892,3787,1125,3946,1863,616
234327,8,Chihuahua,26047,13205,12842,1209,1443,2772,1439,1307,17057,3152,1322,658,258,1403,469,8065,12277,4808,7469,259,2071,12119,9452,738,20784,2244,6,2989,8238,2967,25962,8739,11514,3.15,0.76,2308,8212,8213,2229,751,8186,8191,8073,7512,1480,7842,2922,7536,3240,1346
235364,8,Chihuahua,8487,4231,4256,382,406,728,428,405,5322,1633,485,274,153,524,213,3191,3671,1219,2452,85,1512,2507,1836,71,7092,689,0,689,2746,750,8487,2014,4242,3.09,0.7,687,2709,2731,1782,106,2687,2707,2619,2369,533,2574,865,2389,1096,346
235823,8,Chihuahua,24344,10850,13494,1067,1397,2667,1242,1180,17219,1108,1311,607,305,704,201,6902,11868,4401,7467,265,5219,13317,4416,148,17068,2559,21,4487,7102,2535,21377,7347,9277,3.01,0.93,1924,7063,7038,5730,86,7039,7034,6810,5764,440,6644,1620,6602,2298,697
236249,8,Chihuahua,26093,12862,13231,1382,1584,3234,1729,1573,16304,2658,4289,2027,949,948,853,7873,11567,3992,7575,294,8329,6197,8419,1649,18746,4760,4,2469,7923,2552,26079,8316,10891,3.29,0.88,3007,7807,7820,861,253,7545,7630,7360,6542,1500,7027,2100,7300,2936,872
237330,8,Chihuahua,5807,2865,2942,259,260,560,298,214,3547,1250,100,48,36,384,204,1968,2707,858,1849,42,748,1340,3421,83,4724,614,6,452,2002,497,5793,1265,2978,2.89,0.69,518,1977,1987,1367,15,1825,1830,1916,1780,381,1866,373,1808,656,157
237696,8,Chihuahua,16440,8298,8142,959,1223,2290,1080,941,9559,1839,184,97,52,639,2835,7188,3945,966,2979,775,2395,1095,10570,31,8904,1036,29,6305,4314,1223,16314,4031,6731,3.78,1.15,1688,3286,2902,2888,254,1827,2328,2054,1352,321,2342,480,2288,527,130
237893,8,Chihuahua,11270,5673,5597,764,997,1812,780,600,6168,1046,132,66,15,460,3147,4772,2670,579,2091,219,1434,802,8566,23,7859,350,16,2719,2823,570,11238,1884,4399,3.98,1.65,1574,1388,2129,1159,24,543,638,710,238,29,753,86,746,21,*
237980,8,Chihuahua,23351,12373,10978,1398,1359,2670,1432,1329,14599,2780,361,181,108,921,1569,6859,10690,4610,6080,298,2740,3817,12365,210,20337,1459,15,1443,7543,2704,23093,7499,11789,3.06,1.06,3799,6628,6352,3428,235,4313,4905,4820,3569,792,5703,1151,5385,922,294
238610,8,Chihuahua,25146,12637,12509,1333,1484,2948,1563,1447,15734,3095,1827,914,323,1105,664,7966,11122,3834,7288,238,5257,7394,10234,844,19128,4220,*,1732,7828,2169,25131,6016,10641,3.21,0.81,2548,7798,7805,2902,628,7480,7577,7479,6973,1217,7174,1854,7307,1803,412
240094,8,Chihuahua,49499,25052,24447,2422,2555,4743,2520,2586,32560,6747,2310,1152,400,1519,902,15263,23907,9550,14357,464,7007,21746,14833,1042,42849,2765,19,3530,15672,5666,49405,16823,19467,3.15,0.78,4685,15594,15593,2291,77,15457,15531,15156,14149,2722,15000,5372,14307,7451,2403
241344,8,Chihuahua,8113,4117,3996,543,569,1056,500,446,4559,1207,43,22,15,356,1913,3598,2125,441,1684,208,1598,418,5290,35,7375,397,9,298,2230,594,8103,1832,3849,3.63,1.12,694,1833,1608,1313,32,1124,1192,1169,945,200,1147,230,1251,377,51
241474,8,Chihuahua,11815,5790,6025,617,652,1310,679,663,7342,1682,991,502,313,880,314,4093,4984,1603,3381,116,2817,4923,3178,278,9666,1524,3,603,3708,993,11792,2928,5427,3.18,0.83,1243,3603,3658,550,115,3453,3537,3392,3159,387,3368,1053,3344,1269,422
242097,8,Chihuahua,2034,975,1059,95,107,185,96,86,1207,429,102,65,25,144,56,810,789,174,615,25,219,199,1483,11,1907,68,0,43,673,128,2034,339,1046,3.02,0.7,120,659,665,211,17,651,654,643,587,103,615,128,582,129,33
242229,8,Chihuahua,1230,597,633,52,59,109,47,52,746,255,8,3,7,42,61,477,484,113,371,7,77,95,980,25,976,77,0,138,445,102,1230,261,926,2.76,0.67,104,424,430,364,42,431,432,418,397,15,412,55,343,63,8
242387,8,Chihuahua,3704,1823,1881,169,158,368,207,207,2346,629,144,87,15,185,95,1754,1215,296,919,28,378,657,2250,72,3456,168,*,75,1166,389,3695,1186,1674,3.17,0.75,279,1156,1161,407,10,1149,1149,1132,1070,162,1113,351,1072,484,107
242622,8,Chihuahua,180638,92221,88417,8190,9681,19551,9897,9708,119369,20497,8179,3738,1958,7379,2392,54275,86864,34407,52457,1330,23702,89018,47162,7313,123849,37990,127,17929,56914,18913,179506,53806,68221,3.15,0.74,15485,56628,56491,8599,744,55882,56180,54648,50834,8056,50575,22663,53582,28250,11173
246752,8,Chihuahua,5099,2439,2660,238,230,493,253,262,3203,984,41,17,6,301,211,2113,1987,366,1621,27,609,1679,2348,393,3410,1321,*,352,1700,226,5099,496,2824,3,0.66,479,1676,1675,832,36,1522,1551,1593,1441,380,1258,342,1531,381,66
246807,8,Chihuahua,937674,480434,457240,37428,43494,85600,43359,44360,648462,117377,72507,35428,15075,40102,7361,277652,480778,211538,269240,9062,102281,552131,117551,46121,735486,97880,997,98438,300786,108264,935250,309386,350905,3.11,0.7,71536,299531,297444,229266,24464,298617,298791,295069,274022,25833,290668,165027,285155,210137,107171
268224,8,Chihuahua,6222,3066,3156,303,421,751,394,390,3753,794,1188,577,59,497,457,2359,2324,692,1632,42,763,359,4478,64,5713,142,*,335,1787,468,6199,1459,2682,3.47,1.1,660,1425,1614,1034,85,791,1138,1045,660,139,1194,217,951,170,34
268318,8,Chihuahua,150506,76679,73827,6935,7585,15182,7802,7371,100033,19240,13890,6870,2505,7004,2099,45876,73163,31240,41923,1580,19931,92211,20574,3265,117466,16273,122,16385,47679,16751,150304,49240,57503,3.15,0.76,14437,47514,47466,16638,757,47431,47490,46545,42878,9402,46004,19696,44814,28152,11849
271504,8,Chihuahua,2456,1212,1244,61,82,170,101,99,1381,846,25,15,9,239,144,1231,860,179,681,28,189,96,2058,21,2238,113,0,99,958,221,2456,474,2033,2.56,0.53,118,941,953,595,29,923,918,923,835,28,880,140,719,379,35
271698,8,Chihuahua,6656,3357,3299,471,470,921,478,396,3908,618,1087,531,285,256,263,2136,2546,720,1826,81,2240,644,3451,234,4374,1639,0,607,1821,431,6656,1293,2306,3.66,1.01,604,1800,1816,261,54,1755,1777,1651,1525,142,1627,355,1676,386,105
271862,8,Chihuahua,3791,1927,1864,128,151,317,178,157,2412,809,95,50,44,245,98,1604,1546,475,1071,30,386,467,2569,194,3520,131,*,109,1290,361,3791,896,2523,2.94,0.67,253,1279,1283,669,68,1269,1271,1262,1153,117,1206,308,1139,461,117
272087,8,Chihuahua,7023,3558,3465,279,337,676,388,353,4252,1432,168,79,51,724,182,2628,3025,1112,1913,47,539,2264,3468,73,5189,1169,0,657,2549,823,7002,2011,4196,2.75,0.66,806,2540,2541,878,75,2400,2356,2474,2352,686,2430,665,2327,440,64
272437,8,Chihuahua,2448,1197,1251,82,83,181,97,75,1436,709,37,14,11,129,98,1196,880,195,685,12,201,464,1689,9,2304,54,0,86,913,288,2448,664,1771,2.68,0.59,195,903,903,281,10,877,878,887,831,78,847,153,762,481,53
272589,8,Chihuahua,50180,25882,24298,3113,3061,6978,3616,2984,30256,4618,556,269,152,1714,7038,11206,25328,11112,14216,434,7852,7443,27606,121,34673,4309,77,11060,13503,4040,49510,13231,20136,3.67,1.26,6306,10097,9692,7913,286,5683,7598,5451,3996,1135,6773,1973,8012,1283,324
273251,8,Chihuahua,4237,2104,2133,184,200,443,259,299,2737,604,663,321,66,253,104,1644,1699,599,1100,51,602,1901,1348,222,2360,1160,*,714,1364,474,4178,1360,2917,3.06,0.77,504,1355,1344,160,27,1293,1311,1316,1180,301,1303,277,1230,494,89
273437,8,Chihuahua,50514,25336,25178,3571,3945,7621,3594,3109,28974,4067,2620,1316,240,2259,6274,13074,22057,7529,14528,161,7143,1949,36643,56,31735,4579,17,14076,12221,3437,50274,13118,17442,4.11,1.33,4736,8784,11163,8361,291,4486,6009,4642,2720,244,6350,947,6896,1084,103
273822,8,Chihuahua,8196,4091,4105,546,653,1172,548,426,4600,976,623,313,77,448,897,2675,3005,1120,1885,136,1319,529,5790,43,7463,294,6,392,2222,623,8195,2055,3075,3.69,1.21,878,1888,1960,1444,102,1129,1334,1362,1065,63,1377,291,1569,200,30
273926,8,Chihuahua,35473,17771,17702,1755,1821,3672,1936,1882,22183,5786,721,372,202,2373,1129,11185,16707,5968,10739,233,5581,8379,17842,284,28596,3607,25,3125,11820,3935,35358,11027,17065,2.99,0.79,4124,11420,11361,3947,85,9540,10096,10454,9245,1851,10532,2456,10286,2749,829
275303,8,Chihuahua,116662,60415,56247,5394,6082,11824,5850,5815,76738,15553,10514,5427,2479,6264,1519,38674,53115,21910,31205,1312,13883,58869,26848,2120,92162,12364,36,11891,34411,12443,116197,38711,41166,3.38,0.78,8741,34235,34180,31879,3178,34130,34159,33248,29741,1932,32830,15440,31861,20850,7343
277836,8,Chihuahua,824,413,411,45,40,82,36,32,468,199,10,7,6,57,31,363,291,35,256,3,42,31,725,*,768,42,0,11,281,73,824,173,444,2.93,0.71,60,279,278,260,13,270,271,268,220,3,249,41,226,61,14
277901,8,Chihuahua,5196,2591,2605,185,227,433,261,224,3177,1218,81,50,38,467,123,1829,2494,861,1633,16,448,1440,3026,47,4223,649,4,313,1952,556,5192,1323,3330,2.66,0.62,493,1936,1935,485,51,1806,1799,1905,1818,138,1778,441,1733,688,65
278388,8,Chihuahua,11005,5245,5760,691,692,1387,663,640,6709,1212,1176,589,395,417,262,3568,4426,1130,3296,184,2869,1689,5499,637,6886,3659,0,417,3232,718,10936,2000,4576,3.38,0.76,867,3155,3201,949,38,2983,3040,3002,2835,246,2267,461,2906,752,150
278772,8,Chihuahua,40859,20671,20188,2135,2456,4453,2258,2187,25991,5211,3245,1672,475,1592,880,13453,17703,6738,10965,512,5114,15627,15309,504,36259,2435,17,2092,11831,3959,40774,12873,14624,3.45,0.83,3179,11760,11695,8472,2778,11518,11597,11386,10041,4028,11270,3790,10585,4970,1530
279684,8,Chihuahua,1512450,755473,756977,61661,75783,158006,84852,82775,1042232,134989,410142,205031,58446,64510,15008,424859,773941,321981,451960,11113,281293,995662,111663,53709,990518,217017,1606,295236,449452,152263,1505714,492203,520392,3.35,0.87,131922,447215,445394,21983,4210,445733,446184,436106,395092,42892,433849,203599,422130,286079,121797
303968,8,Chihuahua,4980,2463,2517,242,260,490,239,231,3114,875,187,101,30,369,97,1691,2258,724,1534,30,384,1660,2519,204,4290,434,*,239,1686,433,4980,1169,2467,2.95,0.74,538,1668,1672,566,68,1637,1658,1625,1483,340,1593,379,1543,447,110
304098,8,Chihuahua,4122,2005,2117,182,194,418,233,214,2498,763,207,112,55,274,125,1756,1516,373,1143,47,235,603,2707,22,3719,155,0,246,1286,295,4028,799,1939,3.13,0.76,334,1251,1258,836,49,1238,1246,1214,1124,398,1201,383,1099,689,133
304221,8,Chihuahua,25144,12738,12406,1271,1338,2644,1457,1342,15490,4012,775,379,247,1700,768,8738,10800,3706,7094,157,3200,9632,10207,131,20879,2640,4,1421,8123,2561,25077,7225,12350,3.09,0.78,2487,7889,7986,2184,65,6703,6910,7418,7057,1247,7612,1836,7258,1406,329
305544,8,Chihuahua,1302,681,621,76,89,139,83,53,775,203,8,5,7,42,161,630,333,71,262,31,61,116,885,0,1116,133,*,48,452,138,1294,365,723,2.86,1.32,299,298,363,210,*,200,241,158,99,*,217,28,257,5,0
305590,8,Chihuahua,1178,552,626,35,45,85,34,54,785,276,3,*,4,32,71,531,444,64,380,29,66,60,981,25,1087,67,0,16,469,78,1178,185,918,2.51,0.63,75,456,451,291,49,444,460,442,374,27,401,36,185,48,14
305711,8,Chihuahua,2742,1328,1414,107,135,242,123,123,1687,630,43,23,12,147,81,1182,964,288,676,97,362,503,1693,8,2300,274,0,166,990,271,2742,654,1508,2.77,0.71,312,981,976,381,32,893,908,930,851,183,918,198,866,111,20
305854,8,Chihuahua,4314,2151,2163,180,226,447,216,194,2662,787,309,175,34,209,120,1772,1623,444,1179,56,341,1402,2198,28,3576,454,0,272,1373,362,4265,1026,2153,3.11,0.73,390,1353,1349,1235,164,1325,1337,1312,1157,94,1270,338,1178,330,100
306171,8,Chihuahua,44853,22472,22381,2091,2340,4801,2477,2431,28945,5918,3040,1477,619,2268,925,14255,20785,7937,12848,426,6752,23194,11384,334,35624,4461,19,4665,13837,5150,44731,16152,17420,3.23,0.81,3931,13708,13695,3143,335,13632,13666,13345,12438,4001,13149,4380,12821,6162,1920
307230,8,Chihuahua,7266,3601,3665,583,530,1058,456,418,4135,718,1027,487,90,328,1064,2731,2215,404,1811,110,2183,1206,2590,9,3949,541,3,2763,1868,463,7161,1608,2771,3.83,1.17,655,1424,1630,1058,23,446,845,623,320,18,784,91,745,77,7
307285,8,Chihuahua,4447,2113,2334,275,283,504,267,249,2655,575,907,436,62,281,314,1717,1569,381,1188,62,1442,137,2633,16,3160,276,0,969,1344,290,4447,875,2038,3.31,0.94,410,1254,1303,1091,67,925,1071,939,611,32,993,109,945,31,*
307396,8,Chihuahua,22712,11322,11390,1035,1156,2297,1212,1045,13802,4403,600,327,170,1372,501,7373,10667,3461,7206,111,3504,4100,12424,1266,16077,5394,7,1196,7744,1972,22655,4964,11141,2.93,0.66,2049,7693,7691,3438,137,7433,7471,7543,7128,1055,6643,1876,7183,1784,406
308104,8,Chihuahua,2757,1380,1377,127,145,305,169,146,1666,482,26,9,9,245,279,1169,926,283,643,77,277,126,2126,26,2504,68,0,178,840,191,2753,542,1348,3.28,0.88,271,778,797,352,5,668,685,692,506,25,676,115,703,103,26
308266,8,Chihuahua,65753,33614,32139,3062,3501,6976,3611,3515,43021,8103,4794,2326,1506,3804,944,20672,30894,12593,18301,533,12505,35839,10208,1962,50634,10002,17,4973,20932,7593,65498,22064,25184,3.13,0.75,5680,20847,20802,782,194,20739,20807,20454,18852,3742,19849,8555,19642,11404,4225
310352,8,Chihuahua,8127,4017,4110,541,577,1088,522,405,4833,818,191,85,68,405,425,2632,3162,1016,2146,103,2044,1809,3889,54,6034,922,8,1141,2377,576,8123,1771,3612,3.42,1.13,1042,2195,2213,1693,31,1388,1701,1778,1410,97,1921,274,1835,81,14
310382,8,Chihuahua,24534,12341,12193,1276,1337,2427,1222,1155,15764,3527,1612,779,333,956,480,8135,11136,3842,7294,153,3948,6630,10130,883,17413,3998,26,2984,8218,2569,24497,7270,11727,2.98,0.72,2063,8170,8168,524,35,8160,8180,8058,7535,494,7882,2449,7580,3476,1065
311634,8,Chihuahua,5111,2512,2599,246,281,490,297,302,3194,811,447,235,62,320,144,2024,1960,628,1332,68,882,1776,1922,181,3148,1226,0,713,1677,689,5089,2120,3209,3.03,0.76,556,1671,1667,289,54,1519,1527,1631,1471,381,1636,303,1498,571,54
311808,8,Chihuahua,7695,3802,3893,450,508,884,439,463,4741,1001,67,31,5,265,90,2425,3345,934,2411,72,886,1645,4500,275,2031,5488,0,146,2180,390,7695,1155,3121,3.53,0.64,403,2165,2165,411,32,2121,2147,2150,2074,229,799,376,2024,599,46
311911,8,Chihuahua,16776,8361,8415,667,813,1625,860,915,11018,2498,712,377,110,1032,413,5725,7770,2810,4960,140,2172,8493,4699,192,14364,1059,*,1307,5320,1639,16775,4973,6959,3.15,0.8,1672,5276,5272,1523,97,5216,5228,5139,4755,1407,5074,1542,4897,2156,701
312255,8,Chihuahua,2079,997,1082,77,87,159,90,101,1312,482,16,12,12,157,137,1091,650,95,555,11,334,99,1006,33,1926,94,*,58,681,114,2079,263,1091,3.05,0.7,136,670,677,620,18,640,640,641,531,44,621,152,599,236,27
312321,8,Chihuahua,2197,1045,1152,69,87,185,108,91,1307,572,26,15,4,259,152,956,833,229,604,49,147,258,1593,43,1965,81,*,144,799,199,2191,453,1342,2.74,0.65,202,764,779,324,18,735,743,731,625,57,703,108,697,154,40
312461,8,Chihuahua,2696,1295,1401,107,126,224,124,130,1714,544,81,45,23,130,58,1258,945,218,727,25,125,404,1992,20,2201,277,0,217,929,237,2696,572,1422,2.9,0.71,238,919,913,267,19,909,907,895,828,84,878,235,817,287,49
312531,8,Chihuahua,5004,2520,2484,237,267,555,249,238,3110,858,254,132,38,299,98,2071,1791,551,1240,47,190,2720,1625,44,4094,595,*,299,1559,519,5004,1461,2212,3.21,0.7,378,1533,1533,1413,46,1520,1515,1483,1357,84,1475,601,1416,662,244
313008,8,Chihuahua,11582,5765,5817,625,656,1223,569,518,7277,1762,837,414,161,753,226,4235,4667,1561,3106,115,817,6409,3401,55,10051,763,3,682,3451,948,11566,2839,4388,3.35,0.77,898,3402,3376,3189,159,3336,3336,3299,3000,186,3284,1204,3132,1396,400
313502,8,Chihuahua,3414,1609,1805,91,142,256,165,136,2086,867,48,29,10,224,134,1557,1329,274,1055,27,282,520,2355,89,3205,120,0,84,1222,344,3414,930,2139,2.79,0.62,294,1190,1213,431,11,1191,1194,1153,1051,34,1088,199,1055,42,16
313569,8,Chihuahua,29862,15034,14828,1376,1466,2964,1660,1578,19135,4481,1827,930,434,1952,658,11293,12313,4385,7928,393,4260,15426,6556,192,26659,1608,*,1553,9045,2841,29797,8538,11575,3.29,0.8,2411,9006,9009,2438,330,8948,8959,8841,8295,2022,8701,2879,8327,3879,1104
314094,8,Chihuahua,5320,2654,2666,242,263,538,274,260,3212,1081,61,31,17,312,259,2185,2010,559,1451,68,700,720,2806,27,4167,747,0,386,1862,549,5320,1429,2862,2.86,0.81,686,1735,1806,574,12,1289,1492,1428,1219,258,1533,256,1364,136,24
314225,8,Chihuahua,1448,722,726,68,60,132,63,64,879,328,13,9,*,84,81,773,397,62,335,8,250,48,1087,6,1298,74,0,72,472,156,1448,462,779,3.07,0.66,131,467,467,436,34,442,441,448,356,23,437,75,402,190,25
314368,8,Chihuahua,17043,8685,8358,1181,1182,2326,1172,933,9834,1892,423,214,68,815,3058,7699,3609,1108,2501,1008,3111,1009,11777,39,15230,524,31,1232,4789,1510,17029,4844,7180,3.56,1.28,1974,3158,4044,2545,140,1603,2315,1930,1193,66,2168,349,2414,188,43
314420,8,Chihuahua,6512,3224,3288,366,411,828,388,385,3903,847,279,131,30,324,815,3648,1137,290,847,118,1050,227,4429,12,4800,457,7,1214,1882,477,6512,1465,2884,3.46,1.16,840,1391,1633,1020,24,539,743,691,413,21,867,92,796,9,0
